"",gene_set,over_represented_pvalue,under_represented_pvalue,numSIGInCat,numInCat,SIGgene_ensembl,SIGgene_symbol,All_gene_ensembl,All_gene_symbol,Ave_value_all_gene
"793",GO_CEREBELLAR_CORTEX_DEVELOPMENT,0.396355443478286,0.747086666834504,8,39,ENSG00000078018|ENSG00000100226|ENSG00000105953|ENSG00000106462|ENSG00000126088|ENSG00000128881|ENSG00000142599|ENSG00000213930,MAP2|GTPBP1|OGDH|EZH2|UROD|TTBK2|RERE|GALT,ENSG00000044574|ENSG00000049449|ENSG00000058804|ENSG00000078018|ENSG00000079482|ENSG00000082805|ENSG00000090861|ENSG00000095139|ENSG00000095397|ENSG00000100226|ENSG00000103657|ENSG00000105887|ENSG00000105953|ENSG00000106462|ENSG00000108784|ENSG00000110492|ENSG00000111087|ENSG00000115738|ENSG00000118193|ENSG00000123815|ENSG00000126088|ENSG00000128881|ENSG00000133026|ENSG00000133116|ENSG00000135049|ENSG00000135919|ENSG00000142599|ENSG00000158234|ENSG00000162688|ENSG00000164405|ENSG00000164885|ENSG00000165240|ENSG00000166526|ENSG00000169032|ENSG00000169083|ENSG00000173898|ENSG00000179295|ENSG00000198728|ENSG00000213930,HSPA5|RCN1|NDC1|MAP2|OPHN1|ERC1|AARS|ARCN1|WHRN|GTPBP1|HERC1|MTPN|OGDH|EZH2|NAGLU|MDK|GLI1|ID2|KIF14|COQ8B|UROD|TTBK2|MYH10|KL|AGTPBP1|SERPINE2|RERE|FAIM|AGL|UQCRQ|CDK5|ATP7A|ZNF3|MAP2K1|AR|SPTBN2|PTPN11|LDB1|GALT,5.33333333333333
"794",GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING,0.396816816470358,0.771326948749551,6,23,ENSG00000062485|ENSG00000135926|ENSG00000140995|ENSG00000155846|ENSG00000168066|ENSG00000225190,CS|TMBIM1|DEF8|PPARGC1B|SF1|PLEKHM1,ENSG00000048649|ENSG00000062485|ENSG00000071553|ENSG00000072274|ENSG00000087088|ENSG00000111424|ENSG00000134318|ENSG00000135926|ENSG00000136738|ENSG00000138798|ENSG00000138814|ENSG00000140995|ENSG00000151651|ENSG00000154229|ENSG00000155846|ENSG00000164136|ENSG00000168066|ENSG00000169083|ENSG00000180694|ENSG00000185010|ENSG00000196839|ENSG00000198125|ENSG00000225190,RSF1|CS|ATP6AP1|TFRC|BAX|VDR|ROCK2|TMBIM1|STAM|EGF|PPP3CA|DEF8|ADAM8|PRKCA|PPARGC1B|IL15|SF1|AR|TMEM64|F8|ADA|MB|PLEKHM1,6.73913043478261
"795",GO_PLACENTA_DEVELOPMENT,0.397158583640909,0.698646191763364,19,95,ENSG00000062485|ENSG00000064012|ENSG00000066827|ENSG00000071626|ENSG00000078018|ENSG00000102882|ENSG00000115760|ENSG00000116539|ENSG00000142208|ENSG00000143437|ENSG00000162775|ENSG00000166145|ENSG00000168066|ENSG00000168214|ENSG00000171634|ENSG00000172270|ENSG00000185122|ENSG00000198453|ENSG00000204217,CS|CASP8|ZFAT|DAZAP1|MAP2|MAPK3|BIRC6|ASH1L|AKT1|ARNT|RBM15|SPINT1|SF1|RBPJ|BPTF|BSG|HSF1|ZNF568|BMPR2,ENSG00000008710|ENSG00000039068|ENSG00000042832|ENSG00000044090|ENSG00000061938|ENSG00000062485|ENSG00000064012|ENSG00000066468|ENSG00000066827|ENSG00000071626|ENSG00000078018|ENSG00000083307|ENSG00000084676|ENSG00000085511|ENSG00000086598|ENSG00000096384|ENSG00000100030|ENSG00000100601|ENSG00000100644|ENSG00000101109|ENSG00000101144|ENSG00000102882|ENSG00000104375|ENSG00000105993|ENSG00000106603|ENSG00000109654|ENSG00000111424|ENSG00000112033|ENSG00000112062|ENSG00000112561|ENSG00000112964|ENSG00000115760|ENSG00000116539|ENSG00000117713|ENSG00000118762|ENSG00000119335|ENSG00000122966|ENSG00000125686|ENSG00000125850|ENSG00000125931|ENSG00000127948|ENSG00000129757|ENSG00000130726|ENSG00000133895|ENSG00000135766|ENSG00000137710|ENSG00000138795|ENSG00000138798|ENSG00000142168|ENSG00000142208|ENSG00000142731|ENSG00000143437|ENSG00000143494|ENSG00000143845|ENSG00000147155|ENSG00000147383|ENSG00000149418|ENSG00000156453|ENSG00000161714|ENSG00000162063|ENSG00000162775|ENSG00000164683|ENSG00000164733|ENSG00000165672|ENSG00000166145|ENSG00000166278|ENSG00000166548|ENSG00000167642|ENSG00000168066|ENSG00000168214|ENSG00000169032|ENSG00000169083|ENSG00000169398|ENSG00000170421|ENSG00000171634|ENSG00000172270|ENSG00000172845|ENSG00000173599|ENSG00000174989|ENSG00000175592|ENSG00000177885|ENSG00000179348|ENSG00000181555|ENSG00000185010|ENSG00000185122|ENSG00000185650|ENSG00000186350|ENSG00000187091|ENSG00000187266|ENSG00000188064|ENSG00000196549|ENSG00000196839|ENSG00000198453|ENSG00000198734|ENSG00000204217,PKD1|CDH1|TG|CUL7|TNK2|CS|CASP8|FGFR2|ZFAT|DAZAP1|MAP2|GRHL2|NCOA1|MAP3K4|TMED2|HSP90AB1|MAPK1|ALKBH1|HIF1A|STK4|BMP7|MAPK3|STK3|DNAJB6|COA1|TRIM2|VDR|PPARD|MAPK14|TFEB|GHR|BIRC6|ASH1L|ARID1A|PKD2|SET|CIT|MED1|OVOL2|CITED1|POR|CDKN1C|TRIM28|MEN1|EGLN1|RDX|LEF1|EGF|SOD1|AKT1|PLK4|ARNT|VASH2|ETNK2|EBP|NSDHL|ST14|PCDH1|PLCD3|CCNF|RBM15|HEY1|CTSB|PRDX3|SPINT1|C2|TK2|SPINT2|SF1|RBPJ|MAP2K1|AR|PTK2|KRT8|BPTF|BSG|SP3|PC|FBXW8|FOSL1|GRB2|GATA2|SETD2|F8|HSF1|ZFP36L1|RXRA|PLCD1|EPOR|WNT7B|MME|ADA|ZNF568|F5|BMPR2,5.43157894736842
"796",GO_PINOCYTOSIS,0.397258194225268,0.800413741873664,4,17,ENSG00000079805|ENSG00000136044|ENSG00000142192|ENSG00000155066,DNM2|APPL2|APP|PROM2,ENSG00000025434|ENSG00000079691|ENSG00000079805|ENSG00000089006|ENSG00000112335|ENSG00000114738|ENSG00000118898|ENSG00000130402|ENSG00000131238|ENSG00000131408|ENSG00000136044|ENSG00000142192|ENSG00000155066|ENSG00000157500|ENSG00000162889|ENSG00000169083|ENSG00000185722,NR1H3|CARMIL1|DNM2|SNX5|SNX3|MAPKAPK3|PPL|ACTN4|PPT1|NR1H2|APPL2|APP|PROM2|APPL1|MAPKAPK2|AR|ANKFY1,5.17647058823529
"797",GO_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION,0.397403652656611,0.826605288065734,3,12,ENSG00000078699|ENSG00000181704|ENSG00000213930,CBFA2T2|YIPF6|GALT,ENSG00000078237|ENSG00000078699|ENSG00000100644|ENSG00000124664|ENSG00000124762|ENSG00000133116|ENSG00000151748|ENSG00000169083|ENSG00000176890|ENSG00000181704|ENSG00000198734|ENSG00000213930,TIGAR|CBFA2T2|HIF1A|SPDEF|CDKN1A|KL|SAV1|AR|TYMS|YIPF6|F5|GALT,6.58333333333333
"798",GO_LAMELLIPODIUM_MEMBRANE,0.397444045602279,0.796957702843531,4,20,ENSG00000054654|ENSG00000062485|ENSG00000073712|ENSG00000103335,SYNE2|CS|FERMT2|PIEZO1,ENSG00000004399|ENSG00000026508|ENSG00000042832|ENSG00000054654|ENSG00000061676|ENSG00000062485|ENSG00000073712|ENSG00000103335|ENSG00000107099|ENSG00000125753|ENSG00000134982|ENSG00000138448|ENSG00000141424|ENSG00000142627|ENSG00000151422|ENSG00000166278|ENSG00000169604|ENSG00000172757|ENSG00000173599|ENSG00000197635,PLXND1|CD44|TG|SYNE2|NCKAP1|CS|FERMT2|PIEZO1|DOCK8|VASP|APC|ITGAV|SLC39A6|EPHA2|FER|C2|ANTXR1|CFL1|PC|DPP4,4.35
"799",GO_TRABECULA_MORPHOGENESIS,0.397553388812826,0.764926368043365,6,31,ENSG00000112414|ENSG00000115904|ENSG00000155846|ENSG00000168214|ENSG00000169884|ENSG00000187764,ADGRG6|SOS1|PPARGC1B|RBPJ|WNT10B|SEMA4D,ENSG00000042832|ENSG00000064932|ENSG00000067560|ENSG00000069702|ENSG00000088832|ENSG00000091483|ENSG00000101144|ENSG00000106799|ENSG00000107779|ENSG00000108821|ENSG00000112414|ENSG00000112658|ENSG00000115641|ENSG00000115904|ENSG00000125686|ENSG00000125850|ENSG00000130939|ENSG00000135766|ENSG00000136280|ENSG00000148400|ENSG00000155846|ENSG00000164050|ENSG00000164683|ENSG00000168214|ENSG00000168487|ENSG00000169083|ENSG00000169231|ENSG00000169884|ENSG00000173706|ENSG00000187764|ENSG00000196839,TG|SBNO2|RHOA|TGFBR3|FKBP1A|FH|BMP7|TGFBR1|BMPR1A|COL1A1|ADGRG6|SRF|FHL2|SOS1|MED1|OVOL2|UBE4B|EGLN1|CCM2|NOTCH1|PPARGC1B|PLXNB1|HEY1|RBPJ|BMP1|AR|THBS3|WNT10B|HEG1|SEMA4D|ADA,4.58064516129032
"800",GO_PARAXIAL_MESODERM_DEVELOPMENT,0.397739571630769,0.828744633408371,3,11,ENSG00000074219|ENSG00000159023|ENSG00000163389,TEAD2|EPB41|POGLUT1,ENSG00000069248|ENSG00000074219|ENSG00000077782|ENSG00000107779|ENSG00000115109|ENSG00000137693|ENSG00000138795|ENSG00000159023|ENSG00000163389|ENSG00000166949|ENSG00000175387,NUP133|TEAD2|FGFR1|BMPR1A|EPB41L5|YAP1|LEF1|EPB41|POGLUT1|SMAD3|SMAD2,6.63636363636364
"801",GO_RESPONSE_TO_CAMP,0.397882109934235,0.720415713255377,12,63,ENSG00000127914|ENSG00000127980|ENSG00000130707|ENSG00000142192|ENSG00000155846|ENSG00000157764|ENSG00000158856|ENSG00000164258|ENSG00000169884|ENSG00000172270|ENSG00000225697|ENSG00000239672,AKAP9|PEX1|ASS1|APP|PPARGC1B|BRAF|DMTN|NDUFS4|WNT10B|BSG|SLC26A6|NME1,ENSG00000004487|ENSG00000021826|ENSG00000044574|ENSG00000047410|ENSG00000047457|ENSG00000053918|ENSG00000065833|ENSG00000072310|ENSG00000079337|ENSG00000092820|ENSG00000100823|ENSG00000103319|ENSG00000107263|ENSG00000108821|ENSG00000109756|ENSG00000113141|ENSG00000115415|ENSG00000115884|ENSG00000116473|ENSG00000118762|ENSG00000120899|ENSG00000122966|ENSG00000123104|ENSG00000125931|ENSG00000127314|ENSG00000127472|ENSG00000127914|ENSG00000127980|ENSG00000130707|ENSG00000132376|ENSG00000133116|ENSG00000134333|ENSG00000137714|ENSG00000137857|ENSG00000138035|ENSG00000142192|ENSG00000142453|ENSG00000145214|ENSG00000145545|ENSG00000147155|ENSG00000151320|ENSG00000155846|ENSG00000157764|ENSG00000158571|ENSG00000158856|ENSG00000162607|ENSG00000164258|ENSG00000166278|ENSG00000166548|ENSG00000167588|ENSG00000167658|ENSG00000169083|ENSG00000169398|ENSG00000169884|ENSG00000172270|ENSG00000173039|ENSG00000173599|ENSG00000175592|ENSG00000185650|ENSG00000198805|ENSG00000198814|ENSG00000225697|ENSG00000239672,KDM1A|CPS1|HSPA5|TPR|CP|KCNQ1|ME1|SREBF1|RAPGEF3|EZR|APEX1|EEF2K|RAPGEF1|COL1A1|RAPGEF2|IK|STAT1|SDC1|RAP1A|PKD2|PTK2B|CIT|ITPR2|CITED1|RAP1B|PLA2G5|AKAP9|PEX1|ASS1|INPP5K|KL|LDHA|FDX1|DUOX1|PNPT1|APP|CARM1|DGKQ|SRD5A1|EBP|AKAP6|PPARGC1B|BRAF|PFKFB1|DMTN|USP1|NDUFS4|C2|TK2|GPD1|EEF2|AR|PTK2|WNT10B|BSG|RELA|PC|FOSL1|ZFP36L1|PNP|GK|SLC26A6|NME1,4.92063492063492
"802",GO_REGULATION_OF_PROTEIN_HOMOOLIGOMERIZATION,0.397943073317605,0.785955717329898,5,18,ENSG00000127980|ENSG00000142192|ENSG00000142655|ENSG00000155366|ENSG00000204628,PEX1|APP|PEX14|RHOC|RACK1,ENSG00000015475|ENSG00000069329|ENSG00000101782|ENSG00000104081|ENSG00000111667|ENSG00000113141|ENSG00000113851|ENSG00000127980|ENSG00000139197|ENSG00000142192|ENSG00000142655|ENSG00000153094|ENSG00000155366|ENSG00000170236|ENSG00000171552|ENSG00000177628|ENSG00000197122|ENSG00000204628,BID|VPS35|RIOK3|BMF|USP5|IK|CRBN|PEX1|PEX5|APP|PEX14|BCL2L11|RHOC|USP50|BCL2L1|GBA|SRC|RACK1,7.16666666666667
"803",GO_ALCOHOL_BINDING,0.39831839585131,0.731407923487466,10,49,ENSG00000082641|ENSG00000103502|ENSG00000131748|ENSG00000141447|ENSG00000141458|ENSG00000143324|ENSG00000147475|ENSG00000155066|ENSG00000164211|ENSG00000197043,NFE2L1|CDIPT|STARD3|OSBPL1A|NPC1|XPR1|ERLIN2|PROM2|STARD4|ANXA6,ENSG00000010270|ENSG00000021762|ENSG00000025434|ENSG00000047410|ENSG00000047457|ENSG00000057252|ENSG00000065154|ENSG00000070882|ENSG00000079156|ENSG00000082641|ENSG00000088002|ENSG00000089351|ENSG00000091039|ENSG00000096433|ENSG00000100300|ENSG00000103502|ENSG00000105443|ENSG00000110651|ENSG00000112977|ENSG00000116171|ENSG00000119392|ENSG00000119655|ENSG00000123104|ENSG00000123505|ENSG00000130703|ENSG00000131748|ENSG00000138760|ENSG00000141447|ENSG00000141458|ENSG00000143324|ENSG00000144645|ENSG00000147475|ENSG00000148219|ENSG00000150995|ENSG00000155066|ENSG00000160179|ENSG00000164211|ENSG00000166278|ENSG00000169083|ENSG00000171132|ENSG00000172345|ENSG00000173599|ENSG00000178075|ENSG00000184060|ENSG00000184792|ENSG00000185920|ENSG00000189058|ENSG00000196839|ENSG00000197043,STARD3NL|OSBPL5|NR1H3|TPR|CP|SOAT1|OAT|OSBPL3|OSBPL6|NFE2L1|SULT2B1|GRAMD1A|OSBPL8|ITPR3|TSPO|CDIPT|CYTH2|CD81|DAP|SCP2|GLE1|NPC2|ITPR2|AMD1|OSBPL2|STARD3|SCARB2|OSBPL1A|NPC1|XPR1|OSBPL10|ERLIN2|ASTN2|ITPR1|PROM2|ABCG1|STARD4|C2|AR|PRKCE|STARD5|PC|GRAMD1C|ADAP2|OSBP2|PTCH1|APOD|ADA|ANXA6,5.10204081632653
"804",GO_PHAGOPHORE_ASSEMBLY_SITE,0.398740585472961,0.739936733962309,9,38,ENSG00000062716|ENSG00000126581|ENSG00000140474|ENSG00000142192|ENSG00000145782|ENSG00000161011|ENSG00000175224|ENSG00000196821|ENSG00000196998,VMP1|BECN1|ULK3|APP|ATG12|SQSTM1|ATG13|ILRUN|WDR45,ENSG00000023287|ENSG00000042832|ENSG00000057663|ENSG00000062716|ENSG00000066739|ENSG00000067646|ENSG00000070540|ENSG00000075785|ENSG00000078142|ENSG00000083290|ENSG00000085978|ENSG00000110046|ENSG00000113141|ENSG00000117758|ENSG00000123395|ENSG00000126581|ENSG00000126775|ENSG00000139687|ENSG00000140474|ENSG00000141580|ENSG00000142192|ENSG00000145782|ENSG00000152348|ENSG00000153339|ENSG00000157954|ENSG00000160193|ENSG00000161011|ENSG00000165861|ENSG00000173599|ENSG00000174903|ENSG00000175224|ENSG00000177169|ENSG00000181652|ENSG00000188554|ENSG00000196821|ENSG00000196998|ENSG00000197548|ENSG00000198925,RB1CC1|TG|ATG5|VMP1|ATG2B|ZFY|WIPI1|RAB7A|PIK3C3|ULK2|ATG16L1|ATG2A|IK|STX12|ATG101|BECN1|ATG14|RB1|ULK3|WDR45B|APP|ATG12|ATG10|TRAPPC8|WIPI2|WDR4|SQSTM1|ZFYVE1|PC|RAB1B|ATG13|ULK1|ATG9B|NBR1|ILRUN|WDR45|ATG7|ATG9A,6.86842105263158
"805",GO_GOLGI_RIBBON_FORMATION,0.398813813910827,0.828007591029732,3,11,ENSG00000123240|ENSG00000124222|ENSG00000167110,OPTN|STX16|GOLGA2,ENSG00000091483|ENSG00000100462|ENSG00000113384|ENSG00000117500|ENSG00000123240|ENSG00000124222|ENSG00000135968|ENSG00000151532|ENSG00000166278|ENSG00000167110|ENSG00000196535,FH|PRMT5|GOLPH3|TMED5|OPTN|STX16|GCC2|VTI1A|C2|GOLGA2|MYO18A,6.18181818181818
"806",GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY,0.399036322753936,0.781325758234903,5,21,ENSG00000125107|ENSG00000135473|ENSG00000166889|ENSG00000204842|ENSG00000257103,CNOT1|PAN2|PATL1|ATXN2|LSM14A,ENSG00000100348|ENSG00000110367|ENSG00000113300|ENSG00000119787|ENSG00000125107|ENSG00000130520|ENSG00000135473|ENSG00000135870|ENSG00000136810|ENSG00000138767|ENSG00000151014|ENSG00000152520|ENSG00000166889|ENSG00000168488|ENSG00000175324|ENSG00000179151|ENSG00000198513|ENSG00000198791|ENSG00000204272|ENSG00000204842|ENSG00000257103,TXN2|DDX6|CNOT6|ATL2|CNOT1|LSM4|PAN2|RC3H1|TXN|CNOT6L|NOCT|PAN3|PATL1|ATXN2L|LSM1|EDC3|ATL1|CNOT7|NBDY|ATXN2|LSM14A,5.95238095238095
"807",GO_MUSCLE_FILAMENT_SLIDING,0.399270810223461,0.79765152857573,4,18,ENSG00000092841|ENSG00000178971|ENSG00000183091|ENSG00000198467,MYL6|CTC1|NEB|TPM2,ENSG00000026025|ENSG00000065534|ENSG00000092841|ENSG00000101306|ENSG00000105048|ENSG00000118194|ENSG00000118513|ENSG00000136842|ENSG00000140416|ENSG00000143549|ENSG00000166278|ENSG00000167460|ENSG00000173599|ENSG00000178971|ENSG00000183091|ENSG00000196091|ENSG00000196465|ENSG00000198467,VIM|MYLK|MYL6|MYLK2|TNNT1|TNNT2|MYB|TMOD1|TPM1|TPM3|C2|TPM4|PC|CTC1|NEB|MYBPC1|MYL6B|TPM2,5.11111111111111
"808",GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_5_PHOSPHATASE_ACTIVITY,0.400068151207234,0.824756018147243,3,12,ENSG00000115020|ENSG00000122126|ENSG00000185133,PIKFYVE|OCRL|INPP5J,ENSG00000078269|ENSG00000110536|ENSG00000112367|ENSG00000113141|ENSG00000115020|ENSG00000122126|ENSG00000132376|ENSG00000137364|ENSG00000159082|ENSG00000185133|ENSG00000198825|ENSG00000204084,SYNJ2|PTPMT1|FIG4|IK|PIKFYVE|OCRL|INPP5K|TPMT|SYNJ1|INPP5J|INPP5F|INPP5B,5.5
"809",GO_U6_SNRNA_BINDING,0.400383629447086,0.817267512970851,3,17,ENSG00000037897|ENSG00000127804|ENSG00000198563,METTL1|METTL16|DDX39B,ENSG00000037897|ENSG00000075856|ENSG00000086589|ENSG00000100664|ENSG00000105976|ENSG00000114999|ENSG00000127804|ENSG00000130332|ENSG00000130520|ENSG00000132507|ENSG00000136875|ENSG00000169083|ENSG00000174231|ENSG00000185010|ENSG00000198563|ENSG00000198734|ENSG00000204392,METTL1|SART3|RBM22|EIF5|MET|TTL|METTL16|LSM7|LSM4|EIF5A|PRPF4|AR|PRPF8|F8|DDX39B|F5|LSM2,3.35294117647059
"810",GO_CYTOPLASMIC_TRANSLATIONAL_ELONGATION,0.400437761823719,0.820882118003121,3,14,ENSG00000137449|ENSG00000148399|ENSG00000170946,CPEB2|DPH7|DNAJC24,ENSG00000047457|ENSG00000090861|ENSG00000105821|ENSG00000107864|ENSG00000108963|ENSG00000117543|ENSG00000132768|ENSG00000134146|ENSG00000137449|ENSG00000148399|ENSG00000154813|ENSG00000166278|ENSG00000169083|ENSG00000170946,CP|AARS|DNAJC2|CPEB3|DPH1|DPH5|DPH2|DPH6|CPEB2|DPH7|DPH3|C2|AR|DNAJC24,4.35714285714286
"811",GO_PROTEIN_LOCALIZATION_TO_ENDOSOME,0.400703585715845,0.764092105582125,6,28,ENSG00000062485|ENSG00000100139|ENSG00000100266|ENSG00000111737|ENSG00000172661|ENSG00000180900,CS|MICALL1|PACSIN2|RAB35|WASHC2C|SCRIB,ENSG00000015285|ENSG00000033122|ENSG00000062485|ENSG00000069329|ENSG00000076513|ENSG00000078902|ENSG00000092820|ENSG00000099250|ENSG00000099290|ENSG00000100139|ENSG00000100266|ENSG00000111737|ENSG00000112697|ENSG00000129946|ENSG00000129968|ENSG00000134318|ENSG00000137642|ENSG00000137710|ENSG00000138798|ENSG00000143994|ENSG00000147065|ENSG00000163840|ENSG00000166278|ENSG00000169083|ENSG00000172661|ENSG00000174197|ENSG00000178498|ENSG00000180900,WAS|LRRC7|CS|VPS35|ANKRD13A|TOLLIP|EZR|NRP1|WASHC2A|MICALL1|PACSIN2|RAB35|TMEM30A|SHC2|ABHD17A|ROCK2|SORL1|RDX|EGF|ABHD1|MSN|DTX3L|C2|AR|WASHC2C|MGA|DTX3|SCRIB,5.07142857142857
"812",GO_T_HELPER_17_TYPE_IMMUNE_RESPONSE,0.40085763620416,0.822235521455945,3,13,ENSG00000056586|ENSG00000101665|ENSG00000172175,RC3H2|SMAD7|MALT1,ENSG00000015475|ENSG00000049768|ENSG00000056586|ENSG00000101665|ENSG00000123384|ENSG00000130881|ENSG00000135870|ENSG00000139687|ENSG00000143365|ENSG00000160685|ENSG00000167604|ENSG00000168610|ENSG00000172175,BID|FOXP3|RC3H2|SMAD7|LRP1|LRP3|RC3H1|RB1|RORC|ZBTB7B|NFKBID|STAT3|MALT1,4.84615384615385
"813",GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.401011307307831,0.737091131586816,9,40,ENSG00000049759|ENSG00000060237|ENSG00000062485|ENSG00000079805|ENSG00000089356|ENSG00000132341|ENSG00000163681|ENSG00000165238|ENSG00000166342,NEDD4L|WNK1|CS|DNM2|FXYD3|RAN|SLMAP|WNK2|NETO1,ENSG00000049759|ENSG00000060237|ENSG00000062485|ENSG00000069869|ENSG00000070159|ENSG00000079805|ENSG00000088992|ENSG00000089356|ENSG00000090020|ENSG00000103653|ENSG00000104375|ENSG00000108961|ENSG00000109062|ENSG00000109466|ENSG00000114796|ENSG00000126562|ENSG00000128245|ENSG00000130402|ENSG00000131187|ENSG00000132341|ENSG00000133116|ENSG00000135269|ENSG00000143153|ENSG00000145349|ENSG00000151150|ENSG00000152642|ENSG00000152818|ENSG00000153721|ENSG00000163681|ENSG00000165238|ENSG00000166342|ENSG00000167588|ENSG00000170759|ENSG00000171132|ENSG00000171208|ENSG00000173599|ENSG00000187446|ENSG00000196632|ENSG00000198648|ENSG00000198734,NEDD4L|WNK1|CS|NEDD4|PTPN3|DNM2|TESC|FXYD3|SLC9A1|CSK|STK3|RANGRF|SLC9A3R1|KLHL2|KLHL24|WNK4|YWHAH|ACTN4|F12|RAN|KL|TES|ATP1B1|CAMK2D|ANK3|GPD1L|UTRN|CNKSR3|SLMAP|WNK2|NETO1|GPD1|KIF5B|PRKCE|NETO2|PC|CHP1|WNK3|STK39|F5,6.175
"814",GO_SMAD_BINDING,0.401075220055534,0.721823614722893,11,61,ENSG00000031823|ENSG00000064393|ENSG00000100614|ENSG00000101665|ENSG00000108654|ENSG00000113360|ENSG00000115170|ENSG00000132341|ENSG00000135409|ENSG00000168646|ENSG00000204217,RANBP3|HIPK2|PPM1A|SMAD7|DDX5|DROSHA|ACVR1|RAN|AMHR2|AXIN2|BMPR2,ENSG00000031823|ENSG00000042832|ENSG00000064393|ENSG00000068305|ENSG00000069702|ENSG00000088832|ENSG00000089234|ENSG00000100603|ENSG00000100614|ENSG00000100811|ENSG00000101665|ENSG00000103126|ENSG00000103266|ENSG00000106799|ENSG00000107175|ENSG00000107779|ENSG00000108654|ENSG00000108854|ENSG00000110171|ENSG00000113360|ENSG00000114374|ENSG00000115170|ENSG00000115738|ENSG00000122966|ENSG00000123091|ENSG00000124225|ENSG00000124486|ENSG00000125931|ENSG00000130164|ENSG00000131187|ENSG00000132341|ENSG00000133895|ENSG00000135409|ENSG00000135503|ENSG00000135655|ENSG00000135966|ENSG00000136603|ENSG00000137834|ENSG00000138696|ENSG00000140262|ENSG00000140464|ENSG00000143799|ENSG00000153071|ENSG00000157450|ENSG00000162607|ENSG00000164188|ENSG00000166402|ENSG00000166949|ENSG00000168036|ENSG00000168646|ENSG00000169083|ENSG00000170365|ENSG00000174197|ENSG00000175387|ENSG00000177426|ENSG00000196712|ENSG00000196924|ENSG00000197323|ENSG00000198742|ENSG00000204217|ENSG00000205339,RANBP3|TG|HIPK2|MEF2A|TGFBR3|FKBP1A|BRAP|SNW1|PPM1A|YY1|SMAD7|AXIN1|STUB1|TGFBR1|CREB3|BMPR1A|DDX5|SMURF2|TRIM3|DROSHA|USP9Y|ACVR1|ID2|CIT|RNF11|PMEPA1|USP9X|CITED1|LDLR|F12|RAN|MEN1|AMHR2|ACVR1B|USP15|TGFBRAP1|SKIL|SMAD6|BMPR1B|TCF12|PML|PARP1|DAB2|RNF111|USP1|RANBP3L|TUB|SMAD3|CTNNB1|AXIN2|AR|SMAD1|MGA|SMAD2|TGIF1|NF1|FLNA|TRIM33|SMURF1|BMPR2|IPO7,4.59016393442623
"815",GO_RESPIRATORY_GASEOUS_EXCHANGE,0.401168136381721,0.750352282637244,7,38,ENSG00000062485|ENSG00000076604|ENSG00000115419|ENSG00000115687|ENSG00000147050|ENSG00000169992|ENSG00000184916,CS|TRAF4|GLS|PASK|KDM6A|NLGN2|JAG2,ENSG00000014919|ENSG00000033170|ENSG00000037280|ENSG00000042832|ENSG00000047457|ENSG00000062485|ENSG00000070614|ENSG00000076604|ENSG00000101109|ENSG00000101181|ENSG00000101204|ENSG00000105649|ENSG00000107372|ENSG00000115419|ENSG00000115687|ENSG00000125356|ENSG00000135940|ENSG00000140718|ENSG00000147050|ENSG00000148824|ENSG00000151914|ENSG00000153234|ENSG00000166260|ENSG00000167081|ENSG00000167721|ENSG00000169057|ENSG00000169992|ENSG00000170835|ENSG00000171298|ENSG00000171310|ENSG00000173599|ENSG00000184752|ENSG00000184916|ENSG00000185303|ENSG00000196182|ENSG00000196338|ENSG00000197894|ENSG00000198162,COX15|FUT8|FLT4|TG|CP|CS|NDST1|TRAF4|STK4|MTG2|CHRNA4|RAB3A|ZFAND5|GLS|PASK|NDUFA1|COX5B|FTO|KDM6A|MTG1|DST|NR4A2|COX11|PBX3|TSR1|MECP2|NLGN2|CEL|GAA|CHST11|PC|NDUFA12|JAG2|SFTPA2|STK40|NLGN3|ADH5|MAN1A2,4.31578947368421
"816",GO_NEGATIVE_REGULATION_OF_CENTROSOME_CYCLE,0.401370851310308,0.798774800540287,4,16,ENSG00000108773|ENSG00000136861|ENSG00000153560|ENSG00000239306,KAT2A|CDK5RAP2|UBP1|RBM14,ENSG00000012048|ENSG00000103274|ENSG00000108395|ENSG00000108773|ENSG00000110171|ENSG00000111554|ENSG00000125337|ENSG00000130724|ENSG00000136861|ENSG00000153560|ENSG00000162063|ENSG00000164885|ENSG00000164953|ENSG00000181163|ENSG00000188419|ENSG00000239306,BRCA1|NUBP1|TRIM37|KAT2A|TRIM3|MDM1|KIF25|CHMP2A|CDK5RAP2|UBP1|CCNF|CDK5|TMEM67|NPM1|CHM|RBM14,5.75
